country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),generation,new_age,sex_numeric,gdp_billion,Category
Montenegro,2006,male,35-54 years,0,85461,0.0,2721904403.0,4654,Boomers,3,1,2.721904403,Rest of the World
Montenegro,2006,male,5-14 years,0,44115,0.0,2721904403.0,4654,Millennials,0,1,2.721904403,Rest of the World
Montenegro,2006,male,55-74 years,0,51354,0.0,2721904403.0,4654,Silent,4,1,2.721904403,Rest of the World
Montenegro,2006,male,75+ years,0,10925,0.0,2721904403.0,4654,Silent,5,1,2.721904403,Rest of the World
Montenegro,2007,male,75+ years,15,11416,131.39,3680710375.0,6268,Silent,5,1,3.680710375,Rest of the World
Montenegro,2007,male,55-74 years,29,52283,55.47,3680710375.0,6268,Silent,4,1,3.680710375,Rest of the World
Montenegro,2007,female,75+ years,7,17124,40.88,3680710375.0,6268,Silent,5,0,3.680710375,Rest of the World
Montenegro,2007,male,35-54 years,27,85387,31.62,3680710375.0,6268,Boomers,3,1,3.680710375,Rest of the World
Montenegro,2007,male,25-34 years,12,45516,26.36,3680710375.0,6268,Generation X,2,1,3.680710375,Rest of the World
Montenegro,2007,female,55-74 years,12,61941,19.37,3680710375.0,6268,Silent,4,0,3.680710375,Rest of the World
Montenegro,2007,female,35-54 years,10,86182,11.6,3680710375.0,6268,Boomers,3,0,3.680710375,Rest of the World
Montenegro,2007,male,15-24 years,5,49885,10.02,3680710375.0,6268,Millennials,1,1,3.680710375,Rest of the World
Montenegro,2007,female,25-34 years,3,46000,6.52,3680710375.0,6268,Generation X,2,0,3.680710375,Rest of the World
Montenegro,2007,male,5-14 years,1,43529,2.3,3680710375.0,6268,Generation Z,0,1,3.680710375,Rest of the World
Montenegro,2007,female,15-24 years,0,47411,0.0,3680710375.0,6268,Millennials,1,0,3.680710375,Rest of the World
Montenegro,2007,female,5-14 years,0,40570,0.0,3680710375.0,6268,Generation Z,0,0,3.680710375,Rest of the World
Montenegro,2008,male,75+ years,9,11937,75.4,4545674528.0,7705,Silent,5,1,4.545674528,Rest of the World
Montenegro,2008,male,55-74 years,30,53422,56.16,4545674528.0,7705,Silent,4,1,4.545674528,Rest of the World
Montenegro,2008,female,75+ years,10,17836,56.07,4545674528.0,7705,Silent,5,0,4.545674528,Rest of the World
Montenegro,2008,male,35-54 years,22,85049,25.87,4545674528.0,7705,Boomers,3,1,4.545674528,Rest of the World
Montenegro,2008,female,55-74 years,15,62838,23.87,4545674528.0,7705,Silent,4,0,4.545674528,Rest of the World
Montenegro,2008,male,25-34 years,9,46505,19.35,4545674528.0,7705,Generation X,2,1,4.545674528,Rest of the World
Montenegro,2008,female,35-54 years,15,86228,17.4,4545674528.0,7705,Boomers,3,0,4.545674528,Rest of the World
Montenegro,2008,male,15-24 years,7,49423,14.16,4545674528.0,7705,Millennials,1,1,4.545674528,Rest of the World
Montenegro,2008,female,25-34 years,5,46653,10.72,4545674528.0,7705,Generation X,2,0,4.545674528,Rest of the World
Montenegro,2008,male,5-14 years,3,43139,6.95,4545674528.0,7705,Generation Z,0,1,4.545674528,Rest of the World
Montenegro,2008,female,15-24 years,1,46646,2.14,4545674528.0,7705,Millennials,1,0,4.545674528,Rest of the World
Montenegro,2008,female,5-14 years,0,40277,0.0,4545674528.0,7705,Generation Z,0,0,4.545674528,Rest of the World
Montenegro,2009,male,75+ years,15,12568,119.35,4159330370.0,7023,Silent,5,1,4.15933037,Rest of the World
Montenegro,2009,male,55-74 years,23,54561,42.15,4159330370.0,7023,Silent,4,1,4.15933037,Rest of the World
Montenegro,2009,male,35-54 years,34,84584,40.2,4159330370.0,7023,Boomers,3,1,4.15933037,Rest of the World
Montenegro,2009,female,75+ years,5,18663,26.79,4159330370.0,7023,Silent,5,0,4.15933037,Rest of the World
Montenegro,2009,female,55-74 years,12,63879,18.79,4159330370.0,7023,Silent,4,0,4.15933037,Rest of the World
Montenegro,2009,female,35-54 years,10,86065,11.62,4159330370.0,7023,Boomers,3,0,4.15933037,Rest of the World
Montenegro,2009,male,15-24 years,3,48709,6.16,4159330370.0,7023,Millennials,1,1,4.15933037,Rest of the World
Montenegro,2009,female,25-34 years,2,47127,4.24,4159330370.0,7023,Generation X,2,0,4.15933037,Rest of the World
Montenegro,2009,male,5-14 years,1,42803,2.34,4159330370.0,7023,Generation Z,0,1,4.15933037,Rest of the World
Montenegro,2009,female,15-24 years,1,45885,2.18,4159330370.0,7023,Millennials,1,0,4.15933037,Rest of the World
Montenegro,2009,male,25-34 years,1,47403,2.11,4159330370.0,7023,Generation X,2,1,4.15933037,Rest of the World
Montenegro,2009,female,5-14 years,0,39987,0.0,4159330370.0,7023,Generation Z,0,0,4.15933037,Rest of the World
Netherlands,1985,male,75+ years,106,258800,40.96,142009922306.0,10428,G.I. Generation,5,1,142.009922306,Rest of the World
Netherlands,1985,male,55-74 years,256,1108000,23.1,142009922306.0,10428,G.I. Generation,4,1,142.009922306,Rest of the World
Netherlands,1985,male,35-54 years,333,1877900,17.73,142009922306.0,10428,Silent,3,1,142.009922306,Rest of the World
Netherlands,1985,male,25-34 years,212,1202800,17.63,142009922306.0,10428,Boomers,2,1,142.009922306,Rest of the World
Netherlands,1985,female,55-74 years,195,1297300,15.03,142009922306.0,10428,G.I. Generation,4,0,142.009922306,Rest of the World
Netherlands,1985,female,35-54 years,197,1792300,10.99,142009922306.0,10428,Silent,3,0,142.009922306,Rest of the World
Netherlands,1985,female,75+ years,51,474300,10.75,142009922306.0,10428,G.I. Generation,5,0,142.009922306,Rest of the World
Netherlands,1985,male,15-24 years,136,1278200,10.64,142009922306.0,10428,Generation X,1,1,142.009922306,Rest of the World
Netherlands,1985,female,25-34 years,107,1156600,9.25,142009922306.0,10428,Boomers,2,0,142.009922306,Rest of the World
Netherlands,1985,female,15-24 years,38,1226200,3.1,142009922306.0,10428,Generation X,1,0,142.009922306,Rest of the World
Netherlands,1985,male,5-14 years,5,995000,0.5,142009922306.0,10428,Generation X,0,1,142.009922306,Rest of the World
Netherlands,1985,female,5-14 years,2,950900,0.21,142009922306.0,10428,Generation X,0,0,142.009922306,Rest of the World
Netherlands,1986,male,75+ years,112,261600,42.81,198298498021.0,14479,G.I. Generation,5,1,198.298498021,Rest of the World
Netherlands,1986,male,55-74 years,267,1121600,23.81,198298498021.0,14479,G.I. Generation,4,1,198.298498021,Rest of the World
Netherlands,1986,male,35-54 years,327,1912900,17.09,198298498021.0,14479,Silent,3,1,198.298498021,Rest of the World
Netherlands,1986,male,25-34 years,185,1217600,15.19,198298498021.0,14479,Boomers,2,1,198.298498021,Rest of the World
Netherlands,1986,female,55-74 years,171,1308200,13.07,198298498021.0,14479,G.I. Generation,4,0,198.298498021,Rest of the World
Netherlands,1986,female,75+ years,63,486100,12.96,198298498021.0,14479,G.I. Generation,5,0,198.298498021,Rest of the World
Netherlands,1986,female,35-54 years,220,1825100,12.05,198298498021.0,14479,Silent,3,0,198.298498021,Rest of the World
Netherlands,1986,female,25-34 years,107,1171300,9.14,198298498021.0,14479,Boomers,2,0,198.298498021,Rest of the World
Netherlands,1986,male,15-24 years,104,1276700,8.15,198298498021.0,14479,Generation X,1,1,198.298498021,Rest of the World
Netherlands,1986,female,15-24 years,44,1224400,3.59,198298498021.0,14479,Generation X,1,0,198.298498021,Rest of the World
Netherlands,1986,male,5-14 years,3,966300,0.31,198298498021.0,14479,Generation X,0,1,198.298498021,Rest of the World
Netherlands,1986,female,5-14 years,1,923700,0.11,198298498021.0,14479,Generation X,0,0,198.298498021,Rest of the World
Netherlands,1987,male,75+ years,111,265500,41.81,241918791123.0,17560,G.I. Generation,5,1,241.918791123,Rest of the World
Netherlands,1987,male,55-74 years,246,1134600,21.68,241918791123.0,17560,G.I. Generation,4,1,241.918791123,Rest of the World
Netherlands,1987,male,35-54 years,329,1950400,16.87,241918791123.0,17560,Silent,3,1,241.918791123,Rest of the World
Netherlands,1987,male,25-34 years,189,1233700,15.32,241918791123.0,17560,Boomers,2,1,241.918791123,Rest of the World
Netherlands,1987,female,55-74 years,189,1318400,14.34,241918791123.0,17560,G.I. Generation,4,0,241.918791123,Rest of the World
Netherlands,1987,female,75+ years,66,499000,13.23,241918791123.0,17560,G.I. Generation,5,0,241.918791123,Rest of the World
Netherlands,1987,female,35-54 years,210,1860400,11.29,241918791123.0,17560,Silent,3,0,241.918791123,Rest of the World
Netherlands,1987,female,25-34 years,111,1186400,9.36,241918791123.0,17560,Boomers,2,0,241.918791123,Rest of the World
Netherlands,1987,male,15-24 years,117,1268600,9.22,241918791123.0,17560,Generation X,1,1,241.918791123,Rest of the World
Netherlands,1987,female,15-24 years,44,1216200,3.62,241918791123.0,17560,Generation X,1,0,241.918791123,Rest of the World
Netherlands,1987,male,5-14 years,3,942700,0.32,241918791123.0,17560,Generation X,0,1,241.918791123,Rest of the World
Netherlands,1987,female,5-14 years,1,901100,0.11,241918791123.0,17560,Generation X,0,0,241.918791123,Rest of the World
Netherlands,1988,male,75+ years,112,270900,41.34,258567751143.0,18661,G.I. Generation,5,1,258.567751143,Rest of the World
Netherlands,1988,male,55-74 years,235,1145800,20.51,258567751143.0,18661,G.I. Generation,4,1,258.567751143,Rest of the World
Netherlands,1988,male,25-34 years,202,1251700,16.14,258567751143.0,18661,Boomers,2,1,258.567751143,Rest of the World
Netherlands,1988,male,35-54 years,309,1988500,15.54,258567751143.0,18661,Silent,3,1,258.567751143,Rest of the World
Netherlands,1988,female,55-74 years,180,1325500,13.58,258567751143.0,18661,G.I. Generation,4,0,258.567751143,Rest of the World
Netherlands,1988,female,75+ years,55,513300,10.71,258567751143.0,18661,G.I. Generation,5,0,258.567751143,Rest of the World
Netherlands,1988,female,35-54 years,192,1897600,10.12,258567751143.0,18661,Silent,3,0,258.567751143,Rest of the World
Netherlands,1988,female,25-34 years,100,1201900,8.32,258567751143.0,18661,Boomers,2,0,258.567751143,Rest of the World
Netherlands,1988,male,15-24 years,102,1250800,8.15,258567751143.0,18661,Generation X,1,1,258.567751143,Rest of the World
Netherlands,1988,female,15-24 years,29,1200100,2.42,258567751143.0,18661,Generation X,1,0,258.567751143,Rest of the World
Netherlands,1988,male,5-14 years,5,925400,0.54,258567751143.0,18661,Generation X,0,1,258.567751143,Rest of the World
Netherlands,1988,female,5-14 years,2,884200,0.23,258567751143.0,18661,Generation X,0,0,258.567751143,Rest of the World
Netherlands,1989,male,75+ years,80,275900,29.0,255039560740.0,18310,G.I. Generation,5,1,255.03956074,Rest of the World
Netherlands,1989,male,55-74 years,236,1155700,20.42,255039560740.0,18310,G.I. Generation,4,1,255.03956074,Rest of the World
Netherlands,1989,male,35-54 years,330,2026600,16.28,255039560740.0,18310,Silent,3,1,255.03956074,Rest of the World
Netherlands,1989,male,25-34 years,195,1269800,15.36,255039560740.0,18310,Boomers,2,1,255.03956074,Rest of the World
Netherlands,1989,female,55-74 years,173,1330900,13.0,255039560740.0,18310,G.I. Generation,4,0,255.03956074,Rest of the World
Netherlands,1989,female,75+ years,57,526200,10.83,255039560740.0,18310,G.I. Generation,5,0,255.03956074,Rest of the World
Netherlands,1989,female,35-54 years,196,1935400,10.13,255039560740.0,18310,Silent,3,0,255.03956074,Rest of the World
Netherlands,1989,male,15-24 years,109,1224000,8.91,255039560740.0,18310,Generation X,1,1,255.03956074,Rest of the World
Netherlands,1989,female,25-34 years,88,1218500,7.22,255039560740.0,18310,Boomers,2,0,255.03956074,Rest of the World
Netherlands,1989,female,15-24 years,52,1175200,4.42,255039560740.0,18310,Generation X,1,0,255.03956074,Rest of the World
Netherlands,1989,male,5-14 years,3,916100,0.33,255039560740.0,18310,Generation X,0,1,255.03956074,Rest of the World
Netherlands,1989,female,5-14 years,1,875000,0.11,255039560740.0,18310,Generation X,0,0,255.03956074,Rest of the World
Netherlands,1990,male,75+ years,95,279100,34.04,314267667675.0,22425,G.I. Generation,5,1,314.267667675,Rest of the World
Netherlands,1990,male,25-34 years,204,1287400,15.85,314267667675.0,22425,Boomers,2,1,314.267667675,Rest of the World
Netherlands,1990,male,55-74 years,185,1167900,15.84,314267667675.0,22425,G.I. Generation,4,1,314.267667675,Rest of the World
Netherlands,1990,male,35-54 years,322,2065400,15.59,314267667675.0,22425,Silent,3,1,314.267667675,Rest of the World
Netherlands,1990,female,75+ years,80,535700,14.93,314267667675.0,22425,G.I. Generation,5,0,314.267667675,Rest of the World
Netherlands,1990,female,55-74 years,145,1338000,10.84,314267667675.0,22425,G.I. Generation,4,0,314.267667675,Rest of the World
Netherlands,1990,female,35-54 years,184,1976000,9.31,314267667675.0,22425,Silent,3,0,314.267667675,Rest of the World
Netherlands,1990,male,15-24 years,98,1195500,8.2,314267667675.0,22425,Generation X,1,1,314.267667675,Rest of the World
Netherlands,1990,female,25-34 years,89,1232600,7.22,314267667675.0,22425,Boomers,2,0,314.267667675,Rest of the World
Netherlands,1990,female,15-24 years,41,1147300,3.57,314267667675.0,22425,Generation X,1,0,314.267667675,Rest of the World
Netherlands,1990,male,5-14 years,5,915200,0.55,314267667675.0,22425,Generation X,0,1,314.267667675,Rest of the World
Netherlands,1990,female,5-14 years,2,874200,0.23,314267667675.0,22425,Generation X,0,0,314.267667675,Rest of the World
Netherlands,1991,male,75+ years,119,282200,42.17,323320449906.0,22906,G.I. Generation,5,1,323.320449906,Rest of the World
Netherlands,1991,male,55-74 years,225,1181700,19.04,323320449906.0,22906,Silent,4,1,323.320449906,Rest of the World
Netherlands,1991,male,35-54 years,374,2106700,17.75,323320449906.0,22906,Boomers,3,1,323.320449906,Rest of the World
Netherlands,1991,male,25-34 years,198,1305600,15.17,323320449906.0,22906,Boomers,2,1,323.320449906,Rest of the World
Netherlands,1991,female,55-74 years,179,1346300,13.3,323320449906.0,22906,Silent,4,0,323.320449906,Rest of the World
Netherlands,1991,female,75+ years,62,544800,11.38,323320449906.0,22906,G.I. Generation,5,0,323.320449906,Rest of the World
Netherlands,1991,male,15-24 years,114,1167200,9.77,323320449906.0,22906,Generation X,1,1,323.320449906,Rest of the World
Netherlands,1991,female,35-54 years,190,2017700,9.42,323320449906.0,22906,Boomers,3,0,323.320449906,Rest of the World
Netherlands,1991,female,25-34 years,107,1245900,8.59,323320449906.0,22906,Boomers,2,0,323.320449906,Rest of the World
Netherlands,1991,female,15-24 years,40,1119900,3.57,323320449906.0,22906,Generation X,1,0,323.320449906,Rest of the World
Netherlands,1991,male,5-14 years,3,918500,0.33,323320449906.0,22906,Millennials,0,1,323.320449906,Rest of the World
Netherlands,1991,female,5-14 years,0,878300,0.0,323320449906.0,22906,Millennials,0,0,323.320449906,Rest of the World
Netherlands,1992,male,75+ years,106,285300,37.15,358330385840.0,25205,G.I. Generation,5,1,358.33038584,Rest of the World
Netherlands,1992,male,55-74 years,242,1196700,20.22,358330385840.0,25205,Silent,4,1,358.33038584,Rest of the World
Netherlands,1992,male,35-54 years,381,2149600,17.72,358330385840.0,25205,Boomers,3,1,358.33038584,Rest of the World
Netherlands,1992,male,25-34 years,208,1318100,15.78,358330385840.0,25205,Boomers,2,1,358.33038584,Rest of the World
Netherlands,1992,female,75+ years,68,552700,12.3,358330385840.0,25205,G.I. Generation,5,0,358.33038584,Rest of the World
Netherlands,1992,female,35-54 years,214,2061000,10.38,358330385840.0,25205,Boomers,3,0,358.33038584,Rest of the World
Netherlands,1992,female,55-74 years,137,1355000,10.11,358330385840.0,25205,Silent,4,0,358.33038584,Rest of the World
Netherlands,1992,male,15-24 years,103,1138000,9.05,358330385840.0,25205,Generation X,1,1,358.33038584,Rest of the World
Netherlands,1992,female,25-34 years,84,1256200,6.69,358330385840.0,25205,Boomers,2,0,358.33038584,Rest of the World
Netherlands,1992,female,15-24 years,41,1093300,3.75,358330385840.0,25205,Generation X,1,0,358.33038584,Rest of the World
Netherlands,1992,female,5-14 years,2,885700,0.23,358330385840.0,25205,Millennials,0,0,358.33038584,Rest of the World
Netherlands,1992,male,5-14 years,1,925300,0.11,358330385840.0,25205,Millennials,0,1,358.33038584,Rest of the World
Netherlands,1993,male,75+ years,86,287400,29.92,349037818106.0,24385,G.I. Generation,5,1,349.037818106,Rest of the World
Netherlands,1993,male,55-74 years,239,1213500,19.7,349037818106.0,24385,Silent,4,1,349.037818106,Rest of the World
Netherlands,1993,male,35-54 years,361,2191300,16.47,349037818106.0,24385,Boomers,3,1,349.037818106,Rest of the World
Netherlands,1993,male,25-34 years,216,1327900,16.27,349037818106.0,24385,Boomers,2,1,349.037818106,Rest of the World
Netherlands,1993,female,75+ years,70,558500,12.53,349037818106.0,24385,G.I. Generation,5,0,349.037818106,Rest of the World
Netherlands,1993,male,15-24 years,115,1107600,10.38,349037818106.0,24385,Generation X,1,1,349.037818106,Rest of the World
Netherlands,1993,female,55-74 years,141,1366000,10.32,349037818106.0,24385,Silent,4,0,349.037818106,Rest of the World
Netherlands,1993,female,35-54 years,195,2103800,9.27,349037818106.0,24385,Boomers,3,0,349.037818106,Rest of the World
Netherlands,1993,female,25-34 years,90,1265300,7.11,349037818106.0,24385,Boomers,2,0,349.037818106,Rest of the World
Netherlands,1993,female,15-24 years,37,1065900,3.47,349037818106.0,24385,Generation X,1,0,349.037818106,Rest of the World
Netherlands,1993,male,5-14 years,3,933300,0.32,349037818106.0,24385,Millennials,0,1,349.037818106,Rest of the World
Netherlands,1993,female,5-14 years,2,893100,0.22,349037818106.0,24385,Millennials,0,0,349.037818106,Rest of the World
Netherlands,1994,male,75+ years,98,289300,33.87,374291430318.0,25997,G.I. Generation,5,1,374.291430318,Rest of the World
Netherlands,1994,male,55-74 years,254,1232600,20.61,374291430318.0,25997,Silent,4,1,374.291430318,Rest of the World
Netherlands,1994,male,35-54 years,415,2231800,18.59,374291430318.0,25997,Boomers,3,1,374.291430318,Rest of the World
Netherlands,1994,male,25-34 years,216,1335500,16.17,374291430318.0,25997,Boomers,2,1,374.291430318,Rest of the World
Netherlands,1994,female,75+ years,53,563200,9.41,374291430318.0,25997,G.I. Generation,5,0,374.291430318,Rest of the World
Netherlands,1994,female,35-54 years,198,2145300,9.23,374291430318.0,25997,Boomers,3,0,374.291430318,Rest of the World
Netherlands,1994,male,15-24 years,98,1072500,9.14,374291430318.0,25997,Generation X,1,1,374.291430318,Rest of the World
Netherlands,1994,female,55-74 years,122,1379300,8.85,374291430318.0,25997,Silent,4,0,374.291430318,Rest of the World
Netherlands,1994,female,25-34 years,84,1273100,6.6,374291430318.0,25997,Boomers,2,0,374.291430318,Rest of the World
Netherlands,1994,female,15-24 years,42,1033300,4.06,374291430318.0,25997,Generation X,1,0,374.291430318,Rest of the World
Netherlands,1994,male,5-14 years,3,941100,0.32,374291430318.0,25997,Millennials,0,1,374.291430318,Rest of the World
Netherlands,1994,female,5-14 years,1,900700,0.11,374291430318.0,25997,Millennials,0,0,374.291430318,Rest of the World
Netherlands,1995,male,75+ years,76,295400,25.73,446528959649.0,30850,G.I. Generation,5,1,446.528959649,Rest of the World
Netherlands,1995,male,55-74 years,226,1249500,18.09,446528959649.0,30850,Silent,4,1,446.528959649,Rest of the World
Netherlands,1995,male,35-54 years,404,2270500,17.79,446528959649.0,30850,Boomers,3,1,446.528959649,Rest of the World
Netherlands,1995,male,25-34 years,194,1339800,14.48,446528959649.0,30850,Generation X,2,1,446.528959649,Rest of the World
Netherlands,1995,female,75+ years,57,573300,9.94,446528959649.0,30850,G.I. Generation,5,0,446.528959649,Rest of the World
Netherlands,1995,male,15-24 years,95,1036300,9.17,446528959649.0,30850,Generation X,1,1,446.528959649,Rest of the World
Netherlands,1995,female,55-74 years,127,1388600,9.15,446528959649.0,30850,Silent,4,0,446.528959649,Rest of the World
Netherlands,1995,female,35-54 years,198,2185200,9.06,446528959649.0,30850,Boomers,3,0,446.528959649,Rest of the World
Netherlands,1995,female,25-34 years,84,1278100,6.57,446528959649.0,30850,Generation X,2,0,446.528959649,Rest of the World
Netherlands,1995,female,15-24 years,44,999100,4.4,446528959649.0,30850,Generation X,1,0,446.528959649,Rest of the World
Netherlands,1995,male,5-14 years,5,949500,0.53,446528959649.0,30850,Millennials,0,1,446.528959649,Rest of the World
Netherlands,1995,female,5-14 years,1,908700,0.11,446528959649.0,30850,Millennials,0,0,446.528959649,Rest of the World
Netherlands,1996,male,75+ years,102,303800,33.57,445704575163.0,30625,G.I. Generation,5,1,445.704575163,Rest of the World
Netherlands,1996,male,35-54 years,419,2308800,18.15,445704575163.0,30625,Boomers,3,1,445.704575163,Rest of the World
Netherlands,1996,male,25-34 years,226,1336900,16.9,445704575163.0,30625,Generation X,2,1,445.704575163,Rest of the World
Netherlands,1996,male,55-74 years,207,1263600,16.38,445704575163.0,30625,Silent,4,1,445.704575163,Rest of the World
Netherlands,1996,female,75+ years,64,586600,10.91,445704575163.0,30625,G.I. Generation,5,0,445.704575163,Rest of the World
Netherlands,1996,female,55-74 years,147,1393200,10.55,445704575163.0,30625,Silent,4,0,445.704575163,Rest of the World
Netherlands,1996,female,35-54 years,195,2226800,8.76,445704575163.0,30625,Boomers,3,0,445.704575163,Rest of the World
Netherlands,1996,male,15-24 years,85,1006800,8.44,445704575163.0,30625,Generation X,1,1,445.704575163,Rest of the World
Netherlands,1996,female,25-34 years,89,1277700,6.97,445704575163.0,30625,Generation X,2,0,445.704575163,Rest of the World
Netherlands,1996,female,15-24 years,38,971700,3.91,445704575163.0,30625,Generation X,1,0,445.704575163,Rest of the World
Netherlands,1996,male,5-14 years,4,959800,0.42,445704575163.0,30625,Millennials,0,1,445.704575163,Rest of the World
Netherlands,1996,female,5-14 years,1,918000,0.11,445704575163.0,30625,Millennials,0,0,445.704575163,Rest of the World
Netherlands,1997,male,75+ years,106,311700,34.01,412199006099.0,28156,G.I. Generation,5,1,412.199006099,Rest of the World
Netherlands,1997,male,35-54 years,398,2348800,16.94,412199006099.0,28156,Boomers,3,1,412.199006099,Rest of the World
Netherlands,1997,male,55-74 years,206,1279200,16.1,412199006099.0,28156,Silent,4,1,412.199006099,Rest of the World
Netherlands,1997,male,25-34 years,210,1327000,15.83,412199006099.0,28156,Generation X,2,1,412.199006099,Rest of the World
Netherlands,1997,female,75+ years,70,598400,11.7,412199006099.0,28156,G.I. Generation,5,0,412.199006099,Rest of the World
Netherlands,1997,male,15-24 years,111,982900,11.29,412199006099.0,28156,Generation X,1,1,412.199006099,Rest of the World
Netherlands,1997,female,55-74 years,136,1399300,9.72,412199006099.0,28156,Silent,4,0,412.199006099,Rest of the World
Netherlands,1997,female,35-54 years,195,2270400,8.59,412199006099.0,28156,Boomers,3,0,412.199006099,Rest of the World
Netherlands,1997,female,25-34 years,87,1271400,6.84,412199006099.0,28156,Generation X,2,0,412.199006099,Rest of the World
Netherlands,1997,female,15-24 years,42,949700,4.42,412199006099.0,28156,Generation X,1,0,412.199006099,Rest of the World
Netherlands,1997,male,5-14 years,11,971900,1.13,412199006099.0,28156,Millennials,0,1,412.199006099,Rest of the World
Netherlands,1997,female,5-14 years,0,929200,0.0,412199006099.0,28156,Millennials,0,0,412.199006099,Rest of the World
Netherlands,1998,male,75+ years,101,320300,31.53,432476116419.0,29351,G.I. Generation,5,1,432.476116419,Rest of the World
Netherlands,1998,male,25-34 years,226,1308900,17.27,432476116419.0,29351,Generation X,2,1,432.476116419,Rest of the World
Netherlands,1998,male,55-74 years,205,1300000,15.77,432476116419.0,29351,Silent,4,1,432.476116419,Rest of the World
Netherlands,1998,male,35-54 years,375,2387900,15.7,432476116419.0,29351,Boomers,3,1,432.476116419,Rest of the World
Netherlands,1998,female,75+ years,65,610000,10.66,432476116419.0,29351,G.I. Generation,5,0,432.476116419,Rest of the World
Netherlands,1998,female,55-74 years,139,1410200,9.86,432476116419.0,29351,Silent,4,0,432.476116419,Rest of the World
Netherlands,1998,male,15-24 years,89,967100,9.2,432476116419.0,29351,Generation X,1,1,432.476116419,Rest of the World
Netherlands,1998,female,35-54 years,211,2311100,9.13,432476116419.0,29351,Boomers,3,0,432.476116419,Rest of the World
Netherlands,1998,female,25-34 years,78,1258000,6.2,432476116419.0,29351,Generation X,2,0,432.476116419,Rest of the World
Netherlands,1998,female,15-24 years,21,934500,2.25,432476116419.0,29351,Generation X,1,0,432.476116419,Rest of the World
Netherlands,1998,male,5-14 years,6,984900,0.61,432476116419.0,29351,Millennials,0,1,432.476116419,Rest of the World
Netherlands,1998,female,5-14 years,3,941700,0.32,432476116419.0,29351,Millennials,0,0,432.476116419,Rest of the World
Netherlands,1999,male,75+ years,89,328400,27.1,441975282335.0,29799,G.I. Generation,5,1,441.975282335,Rest of the World
Netherlands,1999,male,35-54 years,427,2424400,17.61,441975282335.0,29799,Boomers,3,1,441.975282335,Rest of the World
Netherlands,1999,male,55-74 years,218,1326500,16.43,441975282335.0,29799,Silent,4,1,441.975282335,Rest of the World
Netherlands,1999,male,25-34 years,193,1281700,15.06,441975282335.0,29799,Generation X,2,1,441.975282335,Rest of the World
Netherlands,1999,female,75+ years,58,620800,9.34,441975282335.0,29799,G.I. Generation,5,0,441.975282335,Rest of the World
Netherlands,1999,female,55-74 years,123,1426700,8.62,441975282335.0,29799,Silent,4,0,441.975282335,Rest of the World
Netherlands,1999,male,15-24 years,82,960000,8.54,441975282335.0,29799,Generation X,1,1,441.975282335,Rest of the World
Netherlands,1999,female,35-54 years,196,2348600,8.35,441975282335.0,29799,Boomers,3,0,441.975282335,Rest of the World
Netherlands,1999,female,25-34 years,80,1236700,6.47,441975282335.0,29799,Generation X,2,0,441.975282335,Rest of the World
Netherlands,1999,female,15-24 years,41,927300,4.42,441975282335.0,29799,Generation X,1,0,441.975282335,Rest of the World
Netherlands,1999,male,5-14 years,7,997200,0.7,441975282335.0,29799,Millennials,0,1,441.975282335,Rest of the World
Netherlands,1999,female,5-14 years,5,953700,0.52,441975282335.0,29799,Millennials,0,0,441.975282335,Rest of the World
Netherlands,2000,male,75+ years,95,335400,28.32,412807259996.0,27644,G.I. Generation,5,1,412.807259996,Rest of the World
Netherlands,2000,male,35-54 years,440,2462006,17.87,412807259996.0,27644,Boomers,3,1,412.807259996,Rest of the World
Netherlands,2000,male,55-74 years,208,1354147,15.36,412807259996.0,27644,Silent,4,1,412.807259996,Rest of the World
Netherlands,2000,male,25-34 years,162,1251135,12.95,412807259996.0,27644,Generation X,2,1,412.807259996,Rest of the World
Netherlands,2000,female,55-74 years,146,1444755,10.11,412807259996.0,27644,Silent,4,0,412.807259996,Rest of the World
Netherlands,2000,male,15-24 years,90,960741,9.37,412807259996.0,27644,Generation X,1,1,412.807259996,Rest of the World
Netherlands,2000,female,35-54 years,221,2386392,9.26,412807259996.0,27644,Boomers,3,0,412.807259996,Rest of the World
Netherlands,2000,female,75+ years,49,629463,7.78,412807259996.0,27644,G.I. Generation,5,0,412.807259996,Rest of the World
Netherlands,2000,female,25-34 years,67,1212404,5.53,412807259996.0,27644,Generation X,2,0,412.807259996,Rest of the World
Netherlands,2000,female,15-24 years,18,927539,1.94,412807259996.0,27644,Generation X,1,0,412.807259996,Rest of the World
Netherlands,2000,male,5-14 years,5,1006683,0.5,412807259996.0,27644,Millennials,0,1,412.807259996,Rest of the World
Netherlands,2000,female,5-14 years,0,962570,0.0,412807259996.0,27644,Millennials,0,0,412.807259996,Rest of the World
Netherlands,2001,male,75+ years,95,342815,27.71,426573601790.0,28366,Silent,5,1,426.57360179,Rest of the World
Netherlands,2001,male,35-54 years,452,2481934,18.21,426573601790.0,28366,Boomers,3,1,426.57360179,Rest of the World
Netherlands,2001,male,25-34 years,183,1222239,14.97,426573601790.0,28366,Generation X,2,1,426.57360179,Rest of the World
Netherlands,2001,male,55-74 years,208,1397177,14.89,426573601790.0,28366,Silent,4,1,426.57360179,Rest of the World
Netherlands,2001,female,35-54 years,209,2406952,8.68,426573601790.0,28366,Boomers,3,0,426.57360179,Rest of the World
